  6.10351562500000e-05 -8.22928853479094e-01  2.19365490855316e-01 -3.10351493224732e-02  2.20654844646689e-03 -5.63094169554949e-04  1.29088088477701e-04  1.00000000000000e-03  1.95312500000000e-03  2.39316704699734e-07  8.01666719363861e-01
  6.10351562500000e-05 -1.03614855888291e-01 -3.34080262211319e-01  1.07624964009294e-01  3.28170401309875e-04  9.87656113608653e-04 -2.91633651955497e-04  1.00000000000000e-03  1.95312500000000e-03  3.60208346894600e-07  9.88028453882995e-01
  6.10351562500000e-05  1.01390732610373e-01  4.81373176239634e-01 -2.40280640657165e-01 -2.91951092999343e-04 -1.30250014030915e-03  6.90559081181851e-04  1.00000000000000e-03  1.95312500000000e-03  2.98538073070425e-07  6.60493702706938e-01
  6.10351562500000e-05  2.12373913357488e-01  6.26754529401702e-01  4.34612792535120e-01 -5.85956898543865e-04 -1.69510477768282e-03 -1.14472236280696e-03  1.00000000000000e-03  1.95312500000000e-03  2.71246865227893e-07  7.16119776365585e-01
  6.10351562500000e-05 -3.09498108377672e-01 -8.30540861270778e-01 -3.90920981650929e-01  7.39218937450193e-04  1.99726991522166e-03  9.40128868309753e-04  1.00000000000000e-03  1.95312500000000e-03  2.21219096912546e-07  5.52582474880204e-01
  6.10351562500000e-05 -1.69493046321335e-01  5.55046815588052e-01  3.62481480887720e-01  4.78533937643064e-04 -1.52416808212904e-03 -1.00291956634140e-03  1.00000000000000e-03  1.95312500000000e-03  3.12551061969880e-07  9.04073538774881e-01
  6.10351562500000e-05  6.33910695974531e-01 -1.63368714929802e-01  6.80043051163465e-01 -1.59082435854881e-03  4.47998700933841e-04 -1.69463492633145e-03  1.00000000000000e-03  1.95312500000000e-03  2.59036110347273e-07  8.47685416817134e-01
  6.10351562500000e-05  6.97516737695130e-02 -2.68270662631745e-01 -1.96014912353632e-01 -1.52349324319140e-04  7.21961238165392e-04  5.85938398093427e-04  1.00000000000000e-03  1.95312500000000e-03  3.24052274045862e-07  1.09793725299293e+00
  6.10351562500000e-05 -1.92130607947625e-01 -5.21692283909003e-01  6.27366303307972e-01  5.39410470623184e-04  1.41699016275328e-03 -1.60764006519377e-03  1.00000000000000e-03  1.95312500000000e-03  2.71944932670377e-07  7.85358756258613e-01
  6.10351562500000e-05 -5.88608948452803e-01  3.31828840811265e-01  7.00421913886037e-01  1.44817324805710e-03 -8.05518180245317e-04 -1.70971970740334e-03  1.00000000000000e-03  1.95312500000000e-03  2.30117350587264e-07  4.91143678609489e-01
  6.10351562500000e-05 -1.40157883865409e-02 -1.90313188256786e-01  5.96907930058650e-01  1.02968799304912e-04  5.38471452162408e-04 -1.60342218704226e-03  1.00000000000000e-03  1.95312500000000e-03  3.69598453083596e-07  1.15097623029060e+00
  6.10351562500000e-05 -6.80759654419823e-02 -6.76044382589876e-01 -1.17775361417317e-01  2.13005327707955e-04  1.93119758581023e-03  3.49487013907359e-04  1.00000000000000e-03  1.95312500000000e-03  3.67786302865463e-07  1.06599926677073e+00
  6.10351562500000e-05 -7.92089476836510e-01  3.46794035158859e-04 -4.94854925257162e-01  2.00726460572227e-03  3.55891128242855e-05  1.24639584243915e-03  1.00000000000000e-03  1.95312500000000e-03  2.35578829238840e-07  6.93827340033730e-01
  6.10351562500000e-05  4.86980279211582e-01  4.59695696673906e-01  1.49733775172418e-01 -1.31663144912342e-03 -1.24662530583027e-03 -4.13235955573629e-04  1.00000000000000e-03  1.95312500000000e-03  3.17568153326845e-07  8.35687233894727e-01
  6.10351562500000e-05  2.09268101965515e-01  4.49789533275965e-01  5.51138247186816e-01 -5.90376155439428e-04 -1.23141075677636e-03 -1.49526093993422e-03  1.00000000000000e-03  1.95312500000000e-03  2.86371476620385e-07  1.23508027616409e+00
  6.10351562500000e-05 -5.04079690590483e-01 -1.41292454391189e-01  5.24862383656943e-02  1.40897271625669e-03  4.25122144131824e-04 -1.53525579788450e-04  1.00000000000000e-03  1.95312500000000e-03  2.73984207171356e-07  7.34084152389586e-01
  6.10351562500000e-05 -1.84652489300697e-01  3.05516903831615e-01  7.74952951997465e-02  5.17555850231140e-04 -8.32743609835338e-04 -1.18050581858274e-04  1.00000000000000e-03  1.95312500000000e-03  3.68071826555167e-07  8.34196539239725e-01
  6.10351562500000e-05  7.93902372681871e-01 -3.32645823124215e-01 -3.97524128421876e-02 -2.11419807258091e-03  8.69310012969728e-04  9.50978306845913e-05  1.00000000000000e-03  1.95312500000000e-03  2.44424218347384e-07  7.52032847693116e-01
  6.10351562500000e-05 -3.15553743047235e-01 -1.91528790949170e-01 -3.67971956610497e-01  8.82688628227167e-04  5.39062128056868e-04  1.03490681461732e-03  1.00000000000000e-03  1.95312500000000e-03  3.18444241894468e-07  9.23662231289609e-01
  6.10351562500000e-05  3.44973719689532e-01 -6.65536942514625e-01  2.14515147422756e-01 -9.14181477237959e-04  1.82234348942071e-03 -5.90464976864119e-04  1.00000000000000e-03  1.95312500000000e-03  2.88425618130442e-07  7.76988907942729e-01
  6.10351562500000e-05  2.26515366833840e-01  6.65167990265558e-01  4.14421721787341e-01 -6.10975337167187e-04 -1.79443328021936e-03 -1.09232761006888e-03  1.00000000000000e-03  1.95312500000000e-03  2.86150757724649e-07  6.81256023959515e-01
  6.10351562500000e-05 -1.52324098085386e-01  1.41763416690396e-01 -6.26097511521208e-01  4.08096596581089e-04 -3.88530749715294e-04  1.67925538595632e-03  1.00000000000000e-03  1.95312500000000e-03  2.97535908570418e-07  6.38829424645002e-01
