6.1035156250000000e-05 -8.2293065680990374e-01 2.1936596150910478e-01 -3.1035269465148736e-02 3.6123142032199487e-06 -5.8636278672241347e-06 7.1307178471712788e-06 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 -1.0361517457702360e-01 -3.3408108890329302e-01 1.0762520977836590e-01 2.4410911946432508e-05 1.0844120136521164e-05 -3.9919369684829919e-06 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 1.0139099958778526e-01 4.8137420843264894e-01 -2.4028122530029158e-01 -1.3877793753509062e-05 1.3131815089820017e-05 1.0704320092462377e-05 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 2.1237437695864098e-01 6.2675589274570964e-01 4.3461372169529389e-01 6.2566174475313063e-06 7.6310258018524711e-06 1.1414746073253020e-06 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 -3.0949871243960891e-01 -8.3054248106919959e-01 -3.9092173155830950e-01 1.1751906150486874e-06 -2.6454000616287257e-06 -7.1808714502958937e-06 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 -1.6949345355078846e-01 5.5504805307921745e-01 3.6248230719438879e-01 8.4154976915255479e-06 1.3651418022769955e-06 -4.7850289291472102e-06 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 6.3391197861218918e-01 -1.6336908644298676e-01 6.8004442831480261e-01 5.6614887620960269e-06 3.2680489659387094e-06 9.3143883692036127e-07 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 6.9751704127168454e-02 -2.6827117299778597e-01 -1.9601540756644326e-01 4.4255622463691264e-05 -3.6460101194614232e-05 8.7012922937956078e-06 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 -1.9213106112013439e-01 -5.2169343082849773e-01 6.2736761613441328e-01 6.6992085284744644e-06 -2.9322913741147913e-06 -2.1334024833538018e-06 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 -5.8861013505430737e-01 3.3182950856830368e-01 7.0042330380703988e-01 3.8043921266024746e-06 -5.7678808440897574e-06 6.9570584228334616e-07 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 -1.4015893522281301e-02 -1.9031361235835675e-01 5.9690922461270735e-01 1.0082213132004932e-05 -6.6608733490461987e-06 4.8737141749888944e-06 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 -6.8076140882793790e-02 -6.7604596325092858e-01 -1.1777565393348546e-01 9.8893368215259083e-07 4.2622861299879003e-06 3.8272842849499948e-06 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 -7.9209110939319205e-01 3.4675126475397239e-04 -4.9485594335469507e-01 -4.5039012548592912e-07 6.5220580025149542e-06 1.7609088464244426e-06 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 4.8698133480901201e-01 4.5969669342911684e-01 1.4973411323242339e-01 7.5068196848802236e-06 8.3863771553059814e-06 -8.3332439832220871e-07 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 2.0926859577623283e-01 4.4979053324888069e-01 5.5113944904699375e-01 -6.3196404373868294e-06 1.0118371493438674e-06 7.0906334909471909e-06 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 -5.0408087845082394e-01 -1.4129282274362012e-01 5.2486370003791492e-02 1.9482699791554833e-05 1.0589008585566551e-05 -3.1513997734057334e-06 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 -1.8465291748273233e-01 3.0551757716501604e-01 7.7495291802349431e-02 3.2953316496770927e-06 2.0581326759418594e-06 4.6994413969295445e-05 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 7.9390407903589000e-01 -3.3264653091098489e-01 -3.9752495270482267e-02 6.7059720166597649e-06 1.6313891592061674e-07 2.3788272752625175e-06 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 -3.1555446095740541e-01 -1.9152920715723432e-01 -3.6797284777157191e-01 -1.9530133757622258e-07 -1.0625285887491358e-05 2.3125144210154421e-05 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 3.4497445341829702e-01 -6.6553841973007588e-01 2.1451564401251580e-01 4.8283899061360553e-06 -2.7548153705616137e-06 -7.5985141644336109e-06 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 2.2651585638720056e-01 6.6516947009794058e-01 4.1442261605259456e-01 3.6082718150330235e-06 -9.2121799475712321e-06 -2.5138689830997174e-06 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 -1.5232445856309640e-01 1.4176372958100686e-01 -6.2609886260109682e-01 1.3407093960186352e-05 1.5517145891442848e-06 -7.3235982510353147e-06 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 1.9643658769274888e-01 -4.6800149346388507e-02 -6.9067589880972780e-01 -4.8383175252856634e-06 2.8995402423502380e-06 -8.0894611140040120e-06 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 -6.9415051723401400e-01 2.0892333826365847e-01 6.1403358254181188e-02 -2.5210865915510009e-06 -2.1290971486334586e-06 1.2739485523396425e-07 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 4.2612973088962469e-01 3.6998884002955512e-01 -3.3923732730797229e-01 4.3873172523272535e-06 -5.2049040749953688e-06 1.2897144724028138e-05 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 1.8802276660657175e-02 -1.9334862904502967e-01 -7.0639360021180886e-01 1.0764520257973516e-06 5.6072890564747660e-06 3.0372618518917541e-06 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 2.0980111019768199e-01 8.4497725587270520e-03 1.4534881289451762e-01 4.5213422753281772e-05 -6.3986233179905283e-05 -2.4068929226370363e-05 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 -4.4429589995644148e-01 7.0940924059340837e-01 -2.6420782366910728e-01 5.6831574266992117e-06 -1.9100512724363740e-06 -6.4612171859352659e-06 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 3.5028406477824342e-01 -4.2059309494028158e-01 4.9452374902513435e-01 9.5137778041648985e-06 -2.5341411681161492e-06 -6.2704939404039585e-06 1.0000000000000000e-02 0.0000000000000000e+00
6.1035156250000000e-05 2.3085803211774863e-01 -5.0101699827227808e-01 -2.4012125655781802e-01 -1.3703598697439104e-05 -1.2894752946774077e-06 -9.1025713573935201e-07 1.0000000000000000e-02 0.0000000000000000e+00
