2.556633e-04	-1.665675e-01	-7.378305e-01	2.297336e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.110747e+00	4.533029e+00	-2.688127e+00	5.173231e+00	-2.917206e+00	-5.094681e+00	-1.203225e+00	5.270373e-01	-4.659267e-01	-3.678605e-01
2.556633e-04	5.667982e-01	4.128672e-02	-5.544610e-01	0.000000e+00	0.000000e+00	0.000000e+00	7.971195e-01	3.069550e+00	-6.607926e-01	-1.002246e+01	2.238679e+00	-2.592055e+00	-4.847165e-01	-8.737406e-01	3.709980e-01	-6.535558e-01
2.556633e-04	2.751127e-01	3.555607e-01	-7.899173e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.035196e+00	3.083099e+00	-3.981368e+00	-3.331982e-02	2.192807e+00	-3.108010e+00	-2.026974e+00	-4.399682e-01	2.876722e+00	-3.278227e+00
2.556633e-04	-1.602031e-01	-4.748110e-01	-6.340770e-02	0.000000e+00	0.000000e+00	0.000000e+00	9.420041e-01	4.204305e+00	-5.513362e+00	4.516992e+00	9.702285e+00	-3.573747e+00	-7.725208e-01	-1.249483e+00	2.760039e+00	1.099722e+00
2.556633e-04	-5.799257e-02	1.654683e-01	-5.603028e-01	0.000000e+00	0.000000e+00	0.000000e+00	9.221508e-01	3.018580e+00	1.045066e+01	-8.967408e-01	2.665873e-01	-1.628696e+00	7.038536e-01	-1.126289e+00	-8.512968e-02	-3.180405e-01
2.556633e-04	7.006979e-01	-1.434556e-01	-1.727132e-02	0.000000e+00	0.000000e+00	0.000000e+00	1.118647e+00	4.815140e+00	-3.795522e+00	1.886011e+00	-7.078673e+00	-3.963261e+00	-3.745616e-01	2.117803e-01	-8.651778e-01	-3.931378e-01
2.556633e-04	5.533028e-01	-8.618283e-02	-1.560626e-01	0.000000e+00	0.000000e+00	0.000000e+00	9.441148e-01	3.327214e+00	-4.551563e+00	6.214122e+00	1.001882e+00	-5.507725e+00	1.456722e-01	2.639196e-01	3.456426e-01	9.343770e-03
2.556633e-04	-2.217022e-02	-5.310383e-01	-4.668230e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.117592e+00	5.040696e+00	4.769497e-01	-5.875176e+00	3.410259e+00	2.154992e+00	8.551969e-01	-5.564947e-01	-1.406433e+00	1.311708e+00
2.556633e-04	6.012251e-01	-7.049535e-02	-7.453913e-01	0.000000e+00	0.000000e+00	0.000000e+00	8.585956e-01	2.082491e+00	-6.088753e+00	8.279525e-01	8.472134e+00	-1.045002e+01	-3.683042e+00	1.489957e+00	1.617550e+00	-3.666765e+00
2.556633e-04	-1.220659e-01	8.659378e-01	6.277290e-02	0.000000e+00	0.000000e+00	0.000000e+00	1.076738e+00	3.724024e+00	5.893381e+00	4.981206e+00	5.631360e+00	4.496122e+00	4.815240e-01	-2.570435e+00	9.384618e-01	-2.534029e+00
